"","L2","L2.name","L3","L3.name","nscode","name.product"
"56","1.1","节能环保装备制造
(高效节能装备制造)","1.1.5","节能窑炉、风机制造","3462*","节能型工业风扇"
"57","1.1","节能环保装备制造
(高效节能装备制造)","1.1.5","节能窑炉、风机制造","3462*","节能型工业用通风罩"
"58","1.1","节能环保装备制造
(高效节能装备制造)","1.1.5","节能窑炉、风机制造","3462*","节能型工业用循环气罩"
"59","1.1","节能环保装备制造
(高效节能装备制造)","1.1.5","节能窑炉、风机制造","3462*","磁悬浮离心鼓风机"
"60","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3424*","节能型电焊机"
"61","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","343*","节能电梯、电动叉车和停车设备"
"62","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","余热余气余压利用设备"
"63","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","低温烟气余热深度回收装置"
"64","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","除尘、脱硫、脱硝及余热利用一体化装备"
"65","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","多喷嘴对置式水煤浆气化设备"
"66","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","粉煤加压气化煤气化设备"
"67","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","非熔渣—熔渣水煤浆分级气化装备"
"68","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","低热值煤气燃气轮机"
"69","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","乏汽与凝结水闭式回收技术设备"
"70","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","螺杆膨胀动力驱动技术设备"
"71","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","汽轮机低真空供热技术设备"
"72","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","有机朗肯循环发电技术设备"
"73","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","窑炉余热利用装置"
"74","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","基于吸收式换热的集中供热装置"
"75","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","循环水及乏汽余热回收大型热泵装置"
"76","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","高效换热器"
"77","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","高效蓄能器"
"78","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","高效冷凝器"
"79","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","矿井乏风和排水热能综合利用技术与装置"
"80","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","非稳态余热回收及饱和蒸汽发电技术与装置"
"81","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","矿热炉烟气余热利用技术与装置"
"82","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","油田采油污水余热综合利用技术与装置"
"83","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","氯化氢合成余热利用技术与装置"
"84","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","隧（辊）道窑辐射换热式余热利用技术与装置"
"85","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","火电厂烟气综合优化系统余热深度回收技术与装置"
"86","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3463*","磁悬浮飞轮储能装置"
"87","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3464*","节能型工商用制冷设备"
"88","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3464*","节能办公和商用空调设备"
"89","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3464*","企业智能空调系统节能技术装置"
"90","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3464*","低温水—直燃单双效溴化锂吸收式冷温水机"
"91","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3464*","节能型单元式空调"
"92","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3472*","节能幻灯、投影设备"
"93","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3473*","节能照相器材"
"94","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3474*","节能型复印机"
"95","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3474*","节能型打印机"
"96","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3474*","节能型传真机"
"97","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3475*","节能货币专用设备"
"98","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3499*","节能型干燥设备"
"99","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3499*","节能型真空干燥设备"
"100","1.1","节能环保装备制造
(高效节能装备制造)","1.1.6","其他高效节能通用设备制造","3911*","节能型微型计算机"
"101","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型建井设备"
"102","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型采掘、凿岩设备"
"103","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型矿山提升设备"
"104","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型矿物破碎机械"
"105","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型矿物粉磨机械"
"106","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型矿物筛分、洗选设备"
"107","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型矿山牵引车及其矿车"
"108","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","节能型矿山设备专用配套件"
"109","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","机械化自动化开采装备（综采工作面高效机械化充填开采技术、无人工作面智能化采煤技术、地下气化采煤技术、高效干法选煤技术）"
"110","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","选煤厂高效低能耗煤泥干燥脱水设备"
"111","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3511*","电缸驱动游梁式抽油机 "
"112","1.1","节能环保装备制造
(高效节能装备制造)","1.2.1","节能采矿、建筑专用设备制造","3512*","页岩气开采设备"
"113","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3515*","节能型建筑材料专用窑炉"
"114","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3515*","节能型水泥专用设备"
"115","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3515*","节能型建筑材料制品成型机械"
"116","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3515*","节能型建筑材料及制品专用机械零件"
"117","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3515*","节能型建筑卫生陶瓷机械"
"118","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3521*","节能型热交换装置"
"119","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3521*","节能型化工专用炉"
"120","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3531*","节能型乳品加热及冷却设备"
"121","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3531*","节能型乳品饮料加工成套装备"
"122","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3532*","节能型农产品干燥机械"
"123","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3532*","屠宰肉类加工成套节能型装备"
"124","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3532*","果蔬加工成套节能型装备"
"125","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3532*","粮油加工成套节能型设备"
"126","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3546*","节能型玻璃热加工机械"
"127","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3546*","节能型玻璃制品制造机械"
"128","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3546*","节能型日用陶瓷制品成型机械"
"129","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3546*","节能型玻璃、陶瓷制品专用设备零件"
"130","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3546*","节能型硬质材料加工机床"
"131","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3546*","节能型搪瓷制品生产设备"
"132","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3562*","感应耦合等离子体刻蚀机芯片"
"133","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3562*","有机发光二极管材料生产设备"
"134","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3562*","有机发光二极管器件生产设备"
"135","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3562*","有机发光二极管照明产品生产设备"
"136","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3569*","感应耦合等离子体刻蚀机封装设备"
"137","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3599*","生产型金属有机化学气相沉积设备"
"138","1.1","节能环保装备制造
(高效节能装备制造)","1.2.2","其他节能专用设备以及相关电子设备制","3599*","外延装备（氢化物气相外延等）"
"139","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","节能型交流发电机"
"140","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","节能型直流发电机"
"141","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","节能型内燃发电机组"
"142","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","节能型旋转式变流机"
"143","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","与内燃机配用的节能型发电机"
"144","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","超临界及超超临界发电机组"
"145","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","节能电机及发电机组专用零件"
"146","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","煤气化多联产燃气轮机发电设备"
"147","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","(煤电发电设备)"
"148","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3811*","其他节能发电机及发电机组"
"149","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3812*","节能型直流电动机"
"150","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3812*","节能型交流电动机"
"151","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3812*","节能型交直流两用电动机"
"152","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3812*","节能型小功率电动机"
"153","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3812*","其他节能电机"
"154","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3812*","节能型空调、冰箱驱动控制器"
"155","1.1","节能环保装备制造
(高效节能装备制造)","1.3.1","节能电机制造","3813*","节能型微特电机"
"156","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","节能型互感器"
"157","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","静止式节能变流器"
"158","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","节能型电抗器"
"159","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","节能型电感器"
"160","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","变频器"
"161","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","谐波治理设备"
"162","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","高压变频调速技术装置"
"163","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","植物绝缘油变压器"
"164","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","非晶合金变压器"
"165","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","干式半芯电抗器"
"166","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","壳式电炉变压器"
"167","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","立体卷铁心变压器"
"168","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","三相配电变压器"
"169","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","电力变压器"
"170","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","其他节能型变压器"
"171","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","交流接触器"
"172","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","1kV及以下通用变频调速设备"
"173","1.1","节能环保装备制造
(高效节能装备制造)","1.3.2","节能型变压器、整流器和电感器制造","3821*","1kV 以上不超过 35kV 通用变频调速设备"
"174","1.1","节能环保装备制造
(高效节能装备制造)","1.3.3","节能型电线、电缆和其他电工器材制造","3831*","新型节能导线"
"175","1.1","节能环保装备制造
(高效节能装备制造)","1.3.3","节能型电线、电缆和其他电工器材制造","3839*","节能型起动电机"
"176","1.1","节能环保装备制造
(高效节能装备制造)","1.3.3","节能型电线、电缆和其他电工器材制造","3839*","节能型起动发电机"
"177","1.1","节能环保装备制造
(高效节能装备制造)","1.3.3","节能型电线、电缆和其他电工器材制造","3839*","节能型电磁铁及电磁性装置"
"178","1.1","节能环保装备制造
(高效节能装备制造)","1.3.4","高效节能家用电器制造","385*","节能型家用电器（冰箱、冰柜、空调、抽油烟机、电风扇、排风扇、烤箱、微波炉、电磁炉、电饭锅、洗衣机、烘干机、脱水机、电热水器、吸尘器、吹风机、电动按摩器等）"
"179","1.1","节能环保装备制造
(高效节能装备制造)","1.3.4","高效节能家用电器制造","385*","节能型家用电器零配件"
"180","1.1","节能环保装备制造
(高效节能装备制造)","1.3.4","高效节能家用电器制造","3862*","双工况太阳能热泵空调机组"
"181","1.1","节能环保装备制造
(高效节能装备制造)","1.3.4","高效节能家用电器制造","3951*","节能型平板电视机"
"182","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3562*","大尺寸高效低成本LED外延生长和芯片制备"
"183","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","替代型半导体照明光源"
"184","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","节能型荧光灯"
"185","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","节能型半导体照明产品"
"186","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","筒灯半导体照明光源"
"187","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","射灯半导体照明光源"
"188","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","路灯半导体照明光源"
"189","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","隧道灯半导体照明光源"
"190","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3871*","球泡灯半导体照明光源"
"191","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3872*","三基色双端直管荧光灯（T8、T5型）高效照明产品"
"192","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3879*","大功率电子镇流器芯片"
"193","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3879*","大功率电子镇流器封装设备"
"194","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3975* ","LED光源器件"
"195","1.1","节能环保装备制造
(高效节能装备制造)","1.3.5","高效照明产品及系统制造","3985*","LED用大尺寸开盒即用蓝宝石"
"196","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4011*","节能自控设备"
"197","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4011*","温度计量设备"
"198","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4011*","流量计量设备"
"199","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4012*","电力自动化仪表及系统"
"200","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4012*","电力负荷控制系统"
"201","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4012*","电磁参数测量仪器仪表"
"202","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4012*","电磁参量分析与记录装置"
"203","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4012*","电源装置"
"204","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4012*","自动测试系统与虚拟仪器"
"205","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4014*","太阳能能流密度测量分析仪"
"206","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4014*","太阳能聚光器精度测量分析仪"
"207","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4016* ","电力计量设备"
"208","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4016* ","电能表"
"209","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4016* ","自动抄表系统"
"210","1.1","节能环保装备制造
(高效节能装备制造)","1.4.1","节能通用仪器仪表制造","4016* ","热力计量设备"
"211","1.1","节能环保装备制造
(高效节能装备制造)","1.4.2","节能专用仪器仪表制造","4029*","节能检测设备"
"212","1.1","节能环保装备制造
(高效节能装备制造)","1.4.2","节能专用仪器仪表制造","4029*","在线能源计量设备"
"213","1.1","节能环保装备制造
(高效节能装备制造)","1.4.2","节能专用仪器仪表制造","4029*","在线能源检测设备"
"214","1.1","节能环保装备制造
(高效节能装备制造)","1.4.2","节能专用仪器仪表制造","4029*","热工在线检测、便携式检测等设备"
"215","1.1","节能环保装备制造
(高效节能装备制造)","1.4.2","节能专用仪器仪表制造","4029*","能源计量、监测、控制设备"
